xds@UC1	UC1	19033	19655	622	U
xds@UC1	UC1	66537	69207	2670	A
xds@UC1	UC1	72037	74834	2797	A
xds@UC1	UC1	77050	78377	1327	A
xds@UC1	UC1	80584	84075	3491	A
xds@UC1	UC1	86113	87386	1273	A
xds@UC1	UC1	87797	89146	1349	A
xds@UC1	UC1	90627	92551	1924	A
xds@UC1	UC1	95712	98433	2721	A
xds@UC1	UC1	98962	101051	2089	A
xds@UC1	UC1	101710	102966	1256	A
xds@UC1	UC1	105075	105858	783	A
xds@UC1	UC1	106806	108202	1396	A
xds@UC1	UC1	109400	112210	2810	A
xds@UC1	UC1	113330	115075	1745	A
xds@UC1	UC1	115390	117263	1873	A
xds@UC1	UC1	117665	118749	1084	A
xds@UC1	UC1	119830	121367	1537	A
xds@UC1	UC1	122330	124042	1712	A
xds@UC1	UC1	125910	128740	2830	A
xds@UC1	UC1	131710	135170	3460	A
xds@UC1	UC1	135750	139310	3560	A
xds@UC1	UC1	140216	140971	755	A
xds@UC1	UC1	143415	146014	2599	A
xds@UC1	UC1	162551	163613	1062	A
xds@UC1	UC1	170806	171763	957	U
xds@UC1	UC1	182811	183990	1179	C
xds@UC1	UC1	213009	216499	3490	A
xds@UC1	UC1	217340	218056	716	A
xds@UC1	UC1	218530	221575	3045	A
xds@UC1	UC1	222028	222872	844	A
xds@UC1	UC1	223570	225334	1764	A
xds@UC1	UC1	267650	268254	604	A
xds@UC1	UC1	269540	270400	860	A
xds@UC1	UC1	271108	271377	269	A
xds@UC1	UC1	271890	273090	1200	A
xds@UC1	UC1	273770	274212	442	A
xds@UC1	UC1	274584	275023	439	A
xds@UC1	UC1	275650	277061	1411	A
xds@UC1	UC1	278990	280443	1453	A
xds@UC1	UC1	281316	282349	1033	A
xds@UC1	UC1	285830	288386	2556	A
xds@UC1	UC1	293415	294533	1118	A
xds@UC1	UC1	295004	295674	670	A
xds@UC1	UC1	297693	299382	1689	A
EE1	EE1	88	1633	1545	0.
EE1	EE1	2344	3882	1538	0.
EE1	EE1	4509	5740	1231	0.
EE1	EE1	6200	7207	1007	0.
EE1	EE1	8287	9051	764	0.
EE1	EE1	11311	12155	844	0.
EE1	EE1	30650	31641	991	0.
EE1	EE1	42273	42665	392	0.
EE1	EE1	56226	78476	22250	0.
EE1	EE1	79231	80179	948	0.
EE1	EE1	80625	86775	6150	0.
EE1	EE1	90950	93040	2090	0.
EE1	EE1	94079	98011	3932	0.
EE1	EE1	99352	106340	6988	0.
EE1	EE1	112230	115034	2804	0.
EE1	EE1	140659	141750	1091	0.
EE1	EE1	141900	143329	1429	0.
EE1	EE1	146875	147988	1113	0.
EE1	EE1	148760	151977	3217	0.
EE1	EE1	157556	166250	8694	0.
EE1	EE1	167700	172715	5015	0.
EE1	EE1	173181	178270	5089	0.
EE1	EE1	181897	182897	1000	0.
EE1	EE1	189238	191272	2034	0.
EE1	EE1	193420	195659	2239	0.
EE1	EE1	216564	217818	1254	0.
EE1	EE1	218427	219125	698	0.
EE1	EE1	220090	221715	1625	0.
EE1	EE1	222613	223261	648	0.
EE1	EE1	225090	227306	2216	0.
EE1	EE1	228568	230715	2147	0.
EE1	EE1	231818	248556	16738	0.
EE1	EE1	248825	249750	925	0.
EE1	EE1	251000	255363	4363	0.
EE1	EE1	265977	268120	2143	0.
EE1	EE1	269530	277250	7720	0.
EE1	EE1	281045	282795	1750	0.
EE1	EE1	288693	290534	1841	0.
EE1	EE1	291110	294590	3480	0.
xds@EE1	EE1	88	1633	1545	O
xds@EE1	EE1	2344	3882	1538	O
xds@EE1	EE1	4509	5740	1231	O
xds@EE1	EE1	6200	7207	1007	O
xds@EE1	EE1	8287	9051	764	O
xds@EE1	EE1	11311	12155	844	O
xds@EE1	EE1	30650	31641	991	O
xds@EE1	EE1	42273	42665	392	O
xds@EE1	EE1	56226	78476	22250	O
xds@EE1	EE1	79231	80179	948	O
xds@EE1	EE1	80625	86775	6150	O
xds@EE1	EE1	90950	93040	2090	O
xds@EE1	EE1	94079	98011	3932	O
xds@EE1	EE1	99352	106340	6988	O
xds@EE1	EE1	112230	115034	2804	O
xds@EE1	EE1	140659	141750	1091	O
xds@EE1	EE1	141900	143329	1429	O
xds@EE1	EE1	146875	147988	1113	O
xds@EE1	EE1	148760	151977	3217	O
xds@EE1	EE1	157556	166250	8694	O
xds@EE1	EE1	167700	172715	5015	O
xds@EE1	EE1	173181	178270	5089	O
xds@EE1	EE1	181897	182897	1000	O
xds@EE1	EE1	189238	191272	2034	O
xds@EE1	EE1	193420	195659	2239	O
xds@EE1	EE1	216564	217818	1254	O
xds@EE1	EE1	218427	219125	698	O
xds@EE1	EE1	220090	221715	1625	O
xds@EE1	EE1	222613	223261	648	O
xds@EE1	EE1	225090	227306	2216	O
xds@EE1	EE1	228568	230715	2147	O
xds@EE1	EE1	231818	248556	16738	O
xds@EE1	EE1	248825	249750	925	O
xds@EE1	EE1	251000	255363	4363	O
xds@EE1	EE1	265977	268120	2143	O
xds@EE1	EE1	269530	277250	7720	O
xds@EE1	EE1	281045	282795	1750	O
xds@EE1	EE1	288693	290534	1841	O
xds@EE1	EE1	291110	294590	3480	O
code		0	60000	60000	1
code		60000	120000	60000	2
code		120000	180000	60000	3
code		180000	240000	60000	4
code		240000	300000	60000	5
